6,10,9,35,17.0,0.125
4,1,35,41,17.25,0.25
5,2,106,70,17.25,0.25
6,10,9,69,17.25,0.25
6,10,9,46,17.25,0.25
6,10,9,55,17.25,0.25
7,4,48,82,17.25,0.25
4,1,35,34,17.5,0.25
5,2,106,70,17.5,0.25
6,10,9,49,17.5,0.25
6,10,9,69,17.5,0.25
6,10,9,38,17.5,0.125
6,10,9,35,17.5,0.125
7,4,48,82,17.5,0.25
4,1,35,36,17.75,0.25
5,2,106,70,17.75,0.25
6,10,9,69,17.75,0.25
6,10,9,46,17.75,0.25
6,10,9,55,17.75,0.25
7,4,48,82,17.75,0.25
4,1,35,36,18.0,0.25
5,2,106,70,18.0,0.25
6,10,9,69,18.0,0.25
6,10,9,35,18.0,0.125
7,4,48,82,18.0,0.25
4,1,35,31,18.25,0.25
5,2,106,68,18.25,0.25
6,10,9,69,18.25,0.25
6,10,9,46,18.25,0.25
6,10,9,55,18.25,0.25
7,4,48,80,18.25,0.25
4,1,35,30,18.5,0.125
5,2,106,67,18.5,0.25
6,10,9,49,18.5,0.25
6,10,9,69,18.5,0.25
6,10,9,38,18.5,0.125
6,10,9,35,18.5,0.125
7,4,48,79,18.5,0.25
4,1,35,31,18.625,0.125
4,1,35,27,18.75,0.25
5,2,106,70,18.75,0.25
6,10,9,69,18.75,0.25
6,10,9,46,18.75,0.25
6,10,9,55,18.75,0.25
7,4,48,82,18.75,0.5
4,1,35,27,19.0,0.25
6,10,9,69,19.0,0.25
6,10,9,35,19.0,0.125
4,1,35,34,19.25,0.25
5,2,106,63,19.25,0.25
6,10,9,69,19.25,0.25
6,10,9,46,19.25,0.25
6,10,9,55,19.25,0.25
7,4,48,75,19.25,0.25
4,1,35,26,19.5,0.25
5,2,106,63,19.5,0.25
6,10,9,49,19.5,0.25
6,10,9,69,19.5,0.25
6,10,9,38,19.5,0.125
6,10,9,35,19.5,0.125
7,4,48,75,19.5,0.25
4,1,35,27,19.75,0.25
5,2,106,67,19.75,0.5
6,10,9,69,19.75,0.25
6,10,9,46,19.75,0.25
6,10,9,55,19.75,0.25
7,4,48,79,19.75,0.25
4,1,35,27,20.0,0.25
6,10,9,69,20.0,0.25
6,10,9,35,20.0,0.125
7,4,48,79,20.0,0.25
4,1,35,41,20.25,0.25
5,2,106,65,20.25,0.25
6,10,9,55,20.25,0.25
6,10,9,38,20.25,0.125
6,10,9,35,20.25,0.125
6,10,9,46,20.25,0.25
6,10,9,69,20.25,0.25
7,4,48,77,20.25,0.25
4,1,35,39,20.5,0.25
5,2,106,65,20.5,0.25
6,10,9,35,20.5,0.125
6,10,9,69,20.5,0.25
6,10,9,49,20.5,0.25
7,4,48,77,20.5,0.25
4,1,35,36,20.75,0.25
5,2,106,64,20.75,0.75
6,10,9,69,20.75,0.25
6,10,9,46,20.75,0.25
6,10,9,35,20.75,0.125
6,10,9,38,20.75,0.125
6,10,9,55,20.75,0.25
7,4,48,76,20.75,1.25
4,1,35,36,21.0,0.125
6,10,9,69,21.0,0.25
6,10,9,35,21.0,0.125
4,1,35,31,21.25,0.125
6,10,9,55,21.25,0.25
6,10,9,38,21.25,0.125
6,10,9,35,21.25,0.125
6,10,9,46,21.25,0.25
6,10,9,69,21.25,0.25
6,10,9,35,21.5,0.125
6,10,9,38,21.5,0.125
6,10,9,69,21.5,0.25
6,10,9,49,21.5,0.25
6,10,9,35,21.625,0.125
6,10,9,38,21.625,0.125
6,10,9,69,21.75,0.25
